No;Dapil;Alamat;Kelurahan;Usulan;Jenis;Status
6510;9;Jl Angke Indah VI RT 01/ 003, Kelurahan Angke;ANGKE;Sejak kelas 3 SD mendaftar KJP tetapi tidak pernah dapat. Setiap ada gelombang pendaftaran selalu ikut mendaftar;Saran;Divalidasi
6511;9;Jl Benda Raya RT 07/ 05, Kelurahan Kamal;ANGKE;Mohon bantuan untuk Ijazah yang di tahan. Ada beberapa anak-anak yang Ijazah nya masih di tahan karena terkendala biaya;Usulan Kegiatan;Divalidasi
6512;9;Jl Benda Raya RT 07/ 05, Kelurahan Kamal;ANGKE;Ikut Program PTSL sudah 2 tahun tapi masih belum selesai juga;Tanggapan;Divalidasi
6513;9;Jl Turi RT 005/ 03, Kelurahan Kamal, Kalideres;KAMAL;Usulan untuk menaikan honor atau OP Kader Dawis atau Dasawisma;Saran;Divalidasi
6514;9;Jl Kampung Belakang RT 011/03, Kelurahan Kamal;KAMAL;Selama tahun 2023 bantuan PKH tidak pernah dapat lagi;Tanggapan;Divalidasi
6515;9;Jl Turi RT 005/ 03, Kelurahan Kamal, Kalideres;KAMAL;Usulan agar di Kamal RW 03 di bangun atau di perbanyak Taman Hijau untuk anakk - anak bisa bermain;Usulan Kegiatan;Divalidasi
6516;9;Jl Turi RT 005/ 03, Kelurahan Kamal, Kalideres;KAMAL;Saran agar jumlah PPSU yang bertugas di setiap titik. Karena jumlah PPSU yang saat ini bertugas dirasa kurang apalagi dengan jam kerja  hanya dari jam 9 s/d jam 5 saja;Usulan Kegiatan;Divalidasi
6517;9;Jl Turi RT 005/ 03, Kelurahan Kamal, Kalideres;KAMAL;Usulan agar jalan di Cimone di perbaiki atau di cor agar terlihat rapi;Saran;Divalidasi
6518;9;Jl Taman Jeruk Raya RW 06, Kelurahan Rawa Buaya;RAWA BUAYA;Tanggapan atas uang bantuan KLKJ yang di turunkan menjadi setengahnya. Mohon agar dapat di kembalikan seperti semula karena  harga kebutuhan pokok semakin meningkat;Tanggapan;Divalidasi
6519;9;Jl Taman Jeruk Raya RW 06, Kelurahan Rawa Buaya;RAWA BUAYA;Usulan agar adanya Rumah Singgah bagi lansia sebagai wadah para Lansia bisa memiliki support system agar tetap menjadi produktif;Usulan Kegiatan;Divalidasi
6520;9;Jl Taman Jeruk Raya RW 06, Kelurahan Rawa Buaya;RAWA BUAYA;Polusi di Jakarta yang semakin meningkat menyebabkan  banyak masyarakat yang terjangkit penyakit ISPA. Semoga segera ada solusi nya;Saran;Divalidasi
6521;9;Jl Taman Jeruk Raya RW 006, Kelurahan Rawa Buaya;RAWA BUAYA;Penanganan di Klinik dengan BPJS tidak maksimal. Karena memiliki 2 penyakit yang  berbeda maka Klinik menyatakan harus di tangani di hari yang berbeda. Kenapa tidak langsung di tangani saja?;Saran;Divalidasi
6522;9;Jl Taman Jeruk Raya RW 006, Kelurahan Rawa Buaya;RAWA BUAYA;Waduk Bojong sering mengakibatkan banjir kalau hujan. Karena setengah dari waduk itu tidak ada tanggul;Usulan Kegiatan;Divalidasi
6523;9;Jl Rusunawa Flamboyan RT 015/ 010, Kelurahan Cengkareng Barat;CENGKARENG BARAT;Rusunawa Flamboyan Cengkareng membutuhkan tambahan unit Ambulance. Karna banyak nya warga yang tinggal di rusun, sehingga unit ambulance yang saat ini ada di Rusun kurang memadai;Usulan Kegiatan;Divalidasi
6524;9;Jl Kp Belakang Gg Cimone RW 003, Kelurahan Kamal;KAMAL;Saran saja untuk makanan yang di berikan di Posyandu agar lebih di perhatikan lagi Gizi nya, tidak asal memberi makanan saja;Saran;Divalidasi
6525;9;Gg Masjid BM RW 005 Kelurahan Kamal, Kalideres;KAMAL;Usulan agar program KJP adil dan merata. Agar semua siswa/I mendapat KJP tanpa terkecuali;Saran;Divalidasi
6526;9;Jl Sahabat RT 06/ 05, Kelurahan Kamal, Kalideres;KAMAL;Usulan agar yang di rawat di RS Menggunakan BPJS tidak di pulangkan dulu sebelum sembuh;Saran;Divalidasi
6527;9;Jl Sahabat RT 06/ 05, Kelurahan Kamal, Kalideres;KAMAL;Agar segera di pertimbangkan untuk kenaikan OP dari Kader Dasawisma dan Kader Jumantik;Saran;Divalidasi
6528;9;Gg Masjid BM RW 005 Kelurahan Kamal, Kalideres;KAMAL;Pakai BPJS untuk operasi. Namun setelah selesai Operasi dimintai uang tanpa kejelasan untuk apa di Rumah Sakit Harapan Kita;Tanggapan;Divalidasi
6529;9;Jl Kamal Raya RW 007, Kelurahan Kamal, Kalideres;KAMAL;Usulan Uang bantuan KLJ kembali menjadi Rp 600.000,- karena harga pangan pun semakin meningkat;Saran;Divalidasi
6530;9;Gg Masjid BM RW 005 Kelurahan Kamal, Kalideres;KAMAL;Antrian pengambilan Sembako murah dari KJP sangat lama. Agar di perbanyak lagi gerai untuk pengambilan  nya;Saran;Divalidasi
6531;9;Rt. 007/Rw.03, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Perbaikan saluran air;Usulan Kegiatan;Divalidasi
6532;9;Rt. 007/Rw.03, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Perbaikan sekretariat kantor, Lokasi RT. 007;Usulan Kegiatan;Divalidasi
6533;9;RT. 002/RW.10, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Perbaikan Jalan, Jalan disekitar lingkungan rusak dan berlubang;Usulan Kegiatan;Divalidasi
6534;9;RT. 002/RW.10, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Berikan tenda untuk keperluan duka/meninggal dikarenakan di lingkungan tersebut memang belum memiliki tenda;Usulan Kegiatan;Divalidasi
6535;9;Rt.001/Rw.08, Kel. Cengkareng Timur, Kec. Cengkareng, Jakarta Barat;CENGKARENG TIMUR;Pembuatan tempat sampah yang besar agar tidak berantakan dan tidak bau, dikarenakan lokasi pembuangan sampah dekat dengan rumah warga dan arena bermain anak-anak;Usulan Kegiatan;Divalidasi
6536;9;Rt.001/Rw.08, Kel. Cengkareng Timur, Kec. Cengkareng, Jakarta Barat;CENGKARENG TIMUR;Pembuatan pos jaga keamanan;Usulan Kegiatan;Divalidasi
6537;9;RT.002/RW.07, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Perbaikan saluran air, Penanggulangan air tinggi saat terjadi hujan deras;Usulan Kegiatan;Divalidasi
6538;9;RT.002/RW.07, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Pembuatan posko/saung untuk kegiatan imunisasi;Usulan Kegiatan;Divalidasi
6539;9;RT.012/RW.06, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Permintaan terpal untuk tenda kegiatan-kegiatan di Rw.06;Usulan Kegiatan;Divalidasi
6540;9;RT.012/RW.06, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Permintaan bangku plastik untuk warga RT.012 berkegiatan seperti rapat atau kegiatan imunisasi;Usulan Kegiatan;Divalidasi
6541;9;RT.022/RW.012, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Meminta tenis meja sebagai sarana olahraga bagi warga agar sehat jasmani dan rohani;Usulan Kegiatan;Divalidasi
6542;9;RT.022/RW.012, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Perapihan selang PAM agar got lancar dan sampah tidak tersumbat/nyangkut;Usulan Kegiatan;Divalidasi
6543;9;RT.003/RW.08, Kel. Kedaung kali angke, Kec. Cengkareng, Jakarta Barat;KEDAUNG KALI ANGKE;Pembuatan Saluran air dan pintu air untuk mengurangi banjir;Usulan Kegiatan;Divalidasi
6544;9;RT.011/RW.07, Kel. Pekojan, Kec. Tambora, Jakarta Barat;PEKOJAN;Meminta tenis meja sebagai sarana olahraga bagi warga agar sehat jasmani dan rohani;Usulan Kegiatan;Divalidasi
6545;9;RT.006/RW.06, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Seragam/Busana untuk para Dawis,PKK, dan Jumantik;Usulan Kegiatan;Divalidasi
6546;9;RT.006/RW.06, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Pengadaan Papan tenis meja untuk sarana olahraga dilingkungan setempat;Usulan Kegiatan;Divalidasi
6547;9;RT.003/RW.04, Kel. Tegal Alur, Kec. Kalideres, Jakarta Barat;TEGAL ALUR;Pengadaan mesin fogging untuk menanggulangi virus DBD;Usulan Kegiatan;Divalidasi
6548;9;RT.003/RW.04, Kel. Tegal Alur, Kec. Kalideres, Jakarta Barat;TEGAL ALUR;Pengadaan mesin pompa sedot air untuk banjir;Usulan Kegiatan;Divalidasi
6549;9;RT.05/RW.010, Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Pengadaan Kursi atau bangku untuk kepentingan bersama warga lingkungan RT.005/010;Usulan Kegiatan;Divalidasi
6550;9;RT.010/RW.08, Kel. Cengkareng Timur, Kec. Cengkareng, Jakarta Barat;CENGKARENG TIMUR;Pembuatan bank sampah;Usulan Kegiatan;Divalidasi
6551;9;RT.010/RW.08, Kel. Cengkareng Timur, Kec. Cengkareng, Jakarta Barat;CENGKARENG TIMUR;Perbaikan pos keamanan yang sudah rusak;Usulan Kegiatan;Divalidasi
6552;9;RT. 005/RW.06, Kel. Cengkareng Timur, Kec. Cengkareng, Jakarta Barat;CENGKARENG TIMUR;Perbaikan, Renovasi pos RT.05/06;Usulan Kegiatan;Divalidasi
6553;9;RT.003/RW.06, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Perbaikan saluran air;Usulan Kegiatan;Divalidasi
6554;9;RT.003/RW.06, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Penerangan Lampu, Mencegah tindak kriminal, kecelakaan dipersimpangan jalan;Usulan Kegiatan;Divalidasi
6555;9;RT.003/RW.06, Kel. Kapuk, Kec. Cengkareng, Jakarta Barat;KAPUK;Perbaikan jalan bergelombang dan berlubang;Usulan Kegiatan;Divalidasi
6556;9;RT. 002/RW.03 Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Penerangan lampu untuk mencegah kriminal;Usulan Kegiatan;Divalidasi
6557;9;RT. 002/RW.03 Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Alat musik hadroh atau marawis untuk kegiatan remaja setempat;Usulan Kegiatan;Divalidasi
6558;9;RT. 002/RW.03 Kel. Kalideres, Kec. Kalideres, Jakarta Barat;KALIDERES;Perbaikan jalan swadaya karena banyak jalur paralon air;Usulan Kegiatan;Divalidasi
6559;9;RT.001/RW.07, Kel. Semanan, Kec. Kalideres, Jakarta Barat;SEMANAN;Pengadaan Gerobak Sampah;Usulan Kegiatan;Divalidasi
6560;9;RT.001/RW.07, Kel. Semanan, Kec. Kalideres, Jakarta Barat;SEMANAN;Bukaan tutup got, Mencegah pembuangan sampah;Usulan Kegiatan;Divalidasi
6561;9;RT.001/RW.07, Kel. Semanan, Kec. Kalideres, Jakarta Barat;SEMANAN;Pompa Air, Mencegah mengurangi banjir di Rw. 07;Usulan Kegiatan;Divalidasi
6562;9;Jln klingkit;RAWA BUAYA;Normalisasi Pengerukan Sungai Klingkit, di Rawa Buaya;Usulan Kegiatan;Divalidasi
6563;9;Jln klingkit;RAWA BUAYA;Permintaan Penghijauan dalam Bentuk wadah Pot setelah penutupan saluran air nya.;Usulan Kegiatan;Divalidasi
6564;9;Jln klingkit;RAWA BUAYA;Permintaan untuk Penutupan Saluran Air, Agar sampah tidak masuk ke saluran Air.;Usulan Kegiatan;Divalidasi
6565;9;Jln klingkit;RAWA BUAYA;Butuh Tambahan Kuota untuk Program Lansia.;Usulan Kegiatan;Divalidasi
6566;9;Jln klingkit;RAWA BUAYA;Cucu, Kemaren-kemaren dapat Kartu Jakarta Pintar, tapi sudah 2 tahun tidak dapat lagi.;Tanggapan;Divalidasi
6567;9;Jln klingkit;RAWA BUAYA;Bantuan Untuk Program Lansia, Apa Syaratnya ?;Usulan Kegiatan;Divalidasi
6568;9;Jln, Bojong Raya;RAWA BUAYA;Zonasi Sekolah masih menjadi Masalah.;Tanggapan;Divalidasi
6569;9;Jln, Bojong Raya;RAWA BUAYA;Masalah Lansia (+/-) 65 tahun  belum dapat.;Usulan Kegiatan;Divalidasi
6570;9;Jln, Bojong Raya;RAWA BUAYA;Di DTKS terdaftar tapi tidak mendapatkan KJP dan Bantuan-bantuan (Bansos) pun belum pernah dapat.;Usulan Kegiatan;Divalidasi
6571;9;Jln, Bojong Raya;RAWA BUAYA;PDAM : Air bau dan kadang berbusa, Sebagian Wilayah tidak mengalir, sedangkan Abudement tetap harus bayar !!;Tanggapan;Divalidasi
6572;9;Jln, Bojong Raya;RAWA BUAYA;Sudah ada Tindak Lanjut Pembangunan Jalan tapi masih tersisa (+/-) 70 meter yang paling ujung Jln H. Sanusi, Saluran AIrnya belum di renovasi, Mohon untuk di Normalisasi dan di Renovasi.;Usulan Kegiatan;Divalidasi
6573;9;Jln, Bojong Raya;RAWA BUAYA;Mohon Modal Usaha / Permodalan Untuk UMKM.;Usulan Kegiatan;Divalidasi
6574;9;Jln. Kali Anyar;KALIANYAR;Program Lansia Uangnya yang di Terima tidak Sesuai.;Tanggapan;Divalidasi
6575;9;Jln. Kali Anyar;KALIANYAR;PDAM : Debit air kecil, kadang-kadang tidak keluar di Semua Wilayah Rw 06.;Tanggapan;Divalidasi
6576;9;Jln. Kali Anyar;KALIANYAR;Pengadaan CCTV.;Usulan Kegiatan;Divalidasi
6577;9;Jln. Kali Anyar;KALIANYAR;Penghijauan 150 Pohon.;Usulan Kegiatan;Divalidasi
6578;9;Jln. Kali Anyar;KALIANYAR;Kartu Jakarta Pintar (KJP) untuk Sekolah Swasta hanya dapat 3 Bulan dalam ! Tahun.;Tanggapan;Divalidasi
6579;9;Jln. Kali Anyar;KALIANYAR;Harga Sembako yang Tinggi, Warga Terbebani;Usulan Kegiatan;Divalidasi
6580;9;Jln. Kali Anyar;KALIANYAR;Pengambilan Sembako sekarang Kenapa dipersulit, harus pakai Kartu Keluarga (KK), Kartu Penduduk (KTP), dan Harus Online dengan Mengisi Link.;Tanggapan;Divalidasi
6581;9;Jln. Kali Anyar;KALIANYAR;Ada warga yang sudah berkali-kali Daftar/Di data tetapi masih tidak masuk di DTKS, Kenapa ?;Usulan Kegiatan;Divalidasi
6582;9;Jln. Kali Anyar;KALIANYAR;Masalah KJP (Kartu Jakarta Pintar) Kenapa Harus pakai DTKS ?;Tanggapan;Divalidasi
6583;9;Jln. Kali Anyar;KALIANYAR;Pendataan DTKS bisa Berubah, Kenapa ? Awalnya nama ada di DTKS, waktu mau ngurus KJP, nama sudah tidak ada di DTKS.;Tanggapan;Divalidasi
6584;9;Jln. Kali Anyar;KALIANYAR;Lela, Rt 008 Rw 02 (Orang Tuanya) Belum pernah dapat Kartu Lansia.;Tanggapan;Divalidasi
6585;9;Jln. Kali Anyar;KALIANYAR;Murni (Ibunya), Belum pernah dapat Bantuan apapun dari Pemprov, Usianya 70 Tahun (Kartu Lansia).;Tanggapan;Divalidasi
6586;9;Jln. Kali Anyar;KALIANYAR;Ela, warga Rt 005 Rw 02 Belum pernah dapat Bantuan apapun dari Pemprov.;Tanggapan;Divalidasi
6587;9;Jln. Kali Anyar;KALIANYAR;Kurangnya Sarana/Prasarana Bermain Anak-anak, (ada lahan di Lokasi Rw 02, Rw 03 yang mau di jual);Usulan Kegiatan;Divalidasi
6588;9;Jln. Kali Anyar;KALIANYAR;Ketenagakerjaan.;Usulan Kegiatan;Divalidasi
6589;9;Jln. Kali Anyar;KALIANYAR;Masalah Penghijauan di Lingkungan Rw 02.;Usulan Kegiatan;Divalidasi
6590;9;Gang Condet;KAMAL;Anak Berprestasi di SMP 190 hanya Warga di Rt-Rt yang terdekat Sekolah saja yang Mendapatkan.;Tanggapan;Divalidasi
6591;9;Gang Condet;KAMAL;Mohon Normalisasi Saluran Air.;Usulan Kegiatan;Divalidasi
6592;9;Gang Condet;KAMAL;PDAM masih sering tidak mengalir.;Tanggapan;Divalidasi
6593;9;Gang Condet;KAMAL;Saldo KJP di tabungan ada, tapi di ATM tidak ada.;Tanggapan;Divalidasi
6594;9;Gang Condet;KAMAL;Masalah Kartu Lansia dan PKH , dulu pernah dapat tapi terputus, Sebenarnya layak mendapatkan.;Tanggapan;Divalidasi
6595;9;Gang Condet;KAMAL;Mohon Untuk Kenaikan Oprasinal Dawis;Usulan Kegiatan;Divalidasi
6596;9;Jln. Prepedan;KAMAL;Mohon Untuk Kenaikan Honor PKK.;Usulan Kegiatan;Divalidasi
6597;9;Jln. Prepedan;KAMAL;PDAM : Kwalitas air Bagus tapi Sering tidak Mengalir.;Tanggapan;Divalidasi
6598;9;Jln. Prepedan;KAMAL;Normalisasi Saluran Air di Sepanjang Wilayah Rt 003, 007, 001 dan Rt 013.;Usulan Kegiatan;Divalidasi
6599;9;Jln. Prepedan;KAMAL;Jak Wifi sudah dipasang, Tapi mati |(-/+) 1 Tahun, Belum AKtif Kembali, Sudah dilaporkan 4 bulan yang lalu tapi belum ada Tindak Lanjut.;Tanggapan;Divalidasi
6600;9;Jln. Prepedan;KAMAL;Pengadaan CCTV Untuk Wilayah, Karena Banyak Curanmor.;Usulan Kegiatan;Divalidasi
6601;9;Jln. Prepedan;KAMAL;Musim Kemarau masalah Kebakaran.;Tanggapan;Divalidasi
6602;9;Jln. Prepedan;KAMAL;Masalah Tawuran, Antisipasi di Wilayah Kamal;Tanggapan;Divalidasi
6603;9;Jln. Prepedan;KAMAL;Masalah Lansia, Belum Semuanya terealisasi;Tanggapan;Divalidasi
6604;9;Jln. Prepedan;KAMAL;Masalah PKH, Belum Semuanya terealisasi.;Tanggapan;Divalidasi
6605;9;Jln. Prepedan;KAMAL;Masalah KJP Banyak Nama-nama yang hilang  (-/+) 1 Tahun.;Tanggapan;Divalidasi
6606;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Pemerintah Provinsi harus membuat Program untuk Penggangguran karena masih banyak masalah penganguran di wilayah.;Usulan Kegiatan;Divalidasi
6607;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Mohon untuk Bedah Rumah bagi warga yang tidak mampu.;Usulan Kegiatan;Divalidasi
6608;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Mohon untuk Pengadaan CCTV di 12 titik karena Rawan Pencurian kendaraan bermotor.;Usulan Kegiatan;Divalidasi
6609;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Harga Sembako yang Tinggi menjadi Beban bagi Masyarakat;Tanggapan;Divalidasi
6610;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Air Bersih kalau pagi debit air kecil dan kadang-kadang tidak mengalir, Mohon Perhatianya.;Usulan Kegiatan;Divalidasi
6611;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Program Lansia masih belum Merata;Usulan Kegiatan;Divalidasi
6612;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Masalah Kabel Listrik dan Kabel Internet Mohon di Rapihkan, karena Semraut/ Kusut.;Usulan Kegiatan;Divalidasi
6613;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Mohon untuk Pemasangan CCTV  2 titik di Rt 007 Rw 01.;Usulan Kegiatan;Divalidasi
6614;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Dan Mohon juga Untuk Penerangan  di 2 titk (Gang Musholah dan Gang Pengkolan);Usulan Kegiatan;Divalidasi
6615;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Pengajuan Pemasangan CCTV untuk 2 Titik di Rt 002 Rw 01.;Usulan Kegiatan;Divalidasi
6616;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Mohon Untuk Kenaikan Honor Dawis.;Usulan Kegiatan;Divalidasi
6617;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Mohon Untuk Kartu Lansia.   Perwakilan dari Pak Jaja Sanjaya.;Usulan Kegiatan;Divalidasi
6618;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;Mohon Untuk Kartu Lansia.;Usulan Kegiatan;Divalidasi
6619;9;Kedaung Kali Angke;KEDAUNG KALI ANGKE;"Mohon Untuk Kartu Lansia. (Perwakilan Kader untuk Ib  1. E Marsinah Rt 002
2. Ibu Kokom Rt 002 Rw 01";Usulan Kegiatan;Divalidasi
6620;9;Jln. Kali Anyar raya;KALIANYAR;Masalah Pendanaan Posyandu yang Belum Terealisasi, 1. Alat Ukur,  2. Timbangan, 3. Makanan Tambahan di bedakan dengan makanan Lansia, 4. Oprasional Posyandu (PKK);Tanggapan;Divalidasi
6621;9;Jln. Kali Anyar raya;KALIANYAR;Mohon Untuk Kenaikan Oprasional Dawis;Usulan Kegiatan;Divalidasi
6622;9;Jln. Kali Anyar raya;KALIANYAR;Mohon Untuk Kenaikan Oprasional Dawis;Usulan Kegiatan;Divalidasi
6623;9;Jln. Kali Anyar raya;KALIANYAR;Apa Hubungan BPNT  (Bantuan Pangan Non Tunai) dengan BPJS Ketenagakerjaan,  karena ada warga saya yang Masuk data dan di Hapus karena Alasan Tersebut.;Tanggapan;Divalidasi
6624;9;Jln. Kali Anyar raya;KALIANYAR;Masih Membutuhkan CCTV di Wilayah  Rw 06 di Karenakan masih banyak  Pencurian Motor.;Usulan Kegiatan;Divalidasi
6625;9;Jln. Kali Anyar raya;KALIANYAR;Usulan Untuk Kartu Lansia masih membutuhkan Kuota yang lebih banyak di wilayah Rw 06.;Usulan Kegiatan;Divalidasi
6626;9;Jl. Pengukiran. ll;PEKOJAN;Pendampingan Program Saluran air di Wilayah Rw 04 yang melalui Program Musrembang. Adapun pengajuan Musrembang Adanya pergantian PHB di ( 1. Jln. Pejagalan l Rt 009 dan Rt 010 Rw 04,                        2. Jln. Pengukiran ll Rt 01/02/03/04/05/06/07. Rw 04.);Usulan Kegiatan;Divalidasi
6627;9;Jl. Pengukiran. ll;PEKOJAN;Tagihan Listrik dari Rp. 600.000,- Setelah diganti Ami PLN Bayar Menjadi Rp 2.000.000,-;Tanggapan;Divalidasi
6628;9;Kp. Gaga;SEMANAN;Warga kurang mampu belum pernah mendapatkan Bansos walaupun sudah mengajukan. Tapi Yang Punya Kendaraan, Kontrakan (Kategori Mampu) malah mendapatkan Bansos.;Tanggapan;Divalidasi
6629;9;Kp. Gaga;SEMANAN;(Sedang ada Pembangunan EMBUNG, Tapi Belum Selesai) Masalah Banjir karena Rumah nya di Belakang, Tolong Perhatikan, Saluran air di Wilayah Ini.;Tanggapan;Divalidasi
6630;9;Kp. Gaga;SEMANAN;KJP tidak Tepat Sasaran , Harus Lebih Teliti dalam Pendataan.;Usulan Kegiatan;Divalidasi
6631;9;Kp. Gaga;SEMANAN;b.   Tidak di Dahulukan Umur dan Zonasi dalam (-/+) 1 km tidak dapat Kuota.;Tanggapan;Divalidasi
6632;9;Kp. Gaga;SEMANAN;Kuota Sekolah Susah. A. Harus umur nya Cukup, kalau tidak harus masuk sekolah Swasta,;Tanggapan;Divalidasi
6633;9;Kp. Gaga;SEMANAN;Air PDAM belum ada;Tanggapan;Divalidasi
6634;9;Kp. Tanah Tinggi;SEMANAN;Pengajuan Speaker Active.;Usulan Kegiatan;Divalidasi
6635;9;Kp. Tanah Tinggi;SEMANAN;Pengajuan Tenda.;Usulan Kegiatan;Divalidasi
6636;9;Kp. Tanah Tinggi;SEMANAN;Pengadaan Alat Fogging untuk Tingkat RW.;Usulan Kegiatan;Divalidasi
6637;9;Kp. Tanah Tinggi;SEMANAN;Pengajuan CCTV untuk Wilayah.;Usulan Kegiatan;Divalidasi
6638;9;Kp. Tanah Tinggi;SEMANAN;Masalah Pemakaman di Wilayah Tegal Alur dan Wilayah Joglo, sudah tidak ada Lahan, sudah sulit untuk mencari tanah Pemakaman, dari daerah Jakarta-Barat di arahkan ke Wilayah Jakarta-Selatan, itu terlalu jauh (kejauhan);Tanggapan;Divalidasi
6639;9;Kp. Tanah Tinggi;SEMANAN;Masalah KJP – Data ada di DTKS, tapi di KJP belum terdaftar  (-/+) sudah 2 Tahun.;Tanggapan;Divalidasi
6640;9;Kp. Tanah Tinggi;SEMANAN;Masalah KJP – Tahap ke l dapat, tapi dalam 6 bulan ini belum dapat. (data DTKS Aman);Tanggapan;Divalidasi
6641;9;Kp. Tanah Tinggi;SEMANAN;Kawasan Industri tapi masih banyak pengangguran, Mohon kepada Pemerintah Provinsi untuk Mengatasi Masalah Pengangguran.;Usulan Kegiatan;Divalidasi
6642;9;Kp. Tanah Tinggi;SEMANAN;PDAM - di wilayah ini belum ada saluran air.;Tanggapan;Divalidasi
6643;9;Kp. Tanah Tinggi;SEMANAN;Masalah Sampah – dari mana saja membuang sampah di Tempat tersebut;Tanggapan;Divalidasi
6644;9;Jln. Gombol Raya;KALIDERES;Website Ketenagakerjaan untuk Pelatihan bisa di Sosialisasikan;Usulan Kegiatan;Divalidasi
6645;9;Jln. Gombol Raya;KALIDERES;Masalah KJP pernah ambil 2 kali di Slipi, tapi sekarang (-/+) 1 Tahun tidak dapat, sedangkan nama terdaftar di DTKS.;Tanggapan;Divalidasi
6646;9;Jln. Gombol Raya;KALIDERES;C. RPTRA di Gombol, Payah tidak terawat, Mohon Perhatian dari Pemerintah Provinsi.;Usulan Kegiatan;Divalidasi
6647;9;Jln. Gombol Raya;KALIDERES;B.  Kartu Lansia tidak tepat Sasaran, yang punya Kontrakan, Punya Mobil bisa mendapatkan.;Tanggapan;Divalidasi
6648;9;Jln. Gombol Raya;KALIDERES;A. Kartu Lansia : Umur 74 Tahun belum dapat.;Tanggapan;Divalidasi
6649;9;Jlb. Gombol Raya;KALIDERES;Setelah Suami Meninggal tidak dapat PKH.;Tanggapan;Divalidasi
6650;9;Jlb. Gombol Raya;KALIDERES;4. Mohon Pembuatan Saluran Air di Wilayah.;Usulan Kegiatan;Divalidasi
6651;9;Jlb. Gombol Raya;KALIDERES;3. Warga Merasa kesulitan untuk Pendidikan Anak karena adanya Zona Sekolah.;Usulan Kegiatan;Divalidasi
6652;9;Jlb. Gombol Raya;KALIDERES;2.  Mohon Untuk Jak-Wifi;Usulan Kegiatan;Divalidasi
6653;9;Jlb. Gombol Raya;KALIDERES;1. Pengadaan CCTV di 10 Titik.;Usulan Kegiatan;Divalidasi
6654;9;Jlb. Gombol Raya;KALIDERES;Saluran Air : Kali Irigasi di Jalan Peta Barat, Banyak Rumah-rumah liar, Hingga terjadi penyempitan Saluran Air.;Usulan Kegiatan;Divalidasi
6655;9;Jalan Manyar. l;TEGAL ALUR;Bantuan Pangan Non Tunai (BPNT) terputus gara-gara Daftar BST, Mohon Solusi.;Tanggapan;Divalidasi
6656;9;Jalan Manyar. l;TEGAL ALUR;Keamanan Untuk Wilayah Agar Ada Polisi Tidur, karena di Lingkungan banyak Anak-anak dan Kendaraan yang lalu Lalang.;Usulan Kegiatan;Divalidasi
6657;9;Jalan Manyar. l;TEGAL ALUR;Belum ada Sekolah Negeri untuk warga Tegal Alur di sini (Ada Lahan di Jalan Menceng Raya);Usulan Kegiatan;Divalidasi
6658;9;Jln. Krendang;KRENDANG;Mohon untuk Mesin Sempreot Nyamuk (Fogging);Usulan Kegiatan;Divalidasi
6659;9;Jln. Krendang;KRENDANG;Mohon Pinjaman Modal Untuk UMKM.;Usulan Kegiatan;Divalidasi
6660;9;Jln. Krendang;KRENDANG;Mohon kabel-kabel listrik yang sudah lama (Tua) untuk di Kontrol, di takutkan akan mengakibatkan Korsleting.;Usulan Kegiatan;Divalidasi
6661;9;Jln. Krendang;KRENDANG;Di Rt 009 dan Rt 010 Rw 05, Terkadang Air tidak mengalir pada jam 06 sampai dengan  jam 08, pada saat air sangat di butuhkan untuk mandi yang akan bekerja dan bersekolah.;Tanggapan;Divalidasi
